1000
0 1 0
1 1 0
2 1 0
3 0 1
4 0 1
5 1 0
6 0 1
7 1 0
8 0 1
9 1 0
10 0 1
11 0 1
12 1 0
13 0 1
14 1 0
15 0 1
16 0 1
17 1 0
18 0 1
19 0 1
20 0 1
21 0 1
22 0 1
23 0 1
24 0 1
25 0 1
26 1 0
27 0 1
28 0 1
29 1 0
30 1 0
31 1 0
32 0 1
33 0 1
34 0 1
35 0 1
36 1 0
37 0 1
38 1 0
39 0 1
40 0 1
41 0 1
42 1 0
43 1 0
44 0 1
45 0 1
46 1 0
47 0 1
48 0 1
49 0 1
50 1 0
51 0 1
52 0 1
53 0 1
54 1 0
55 1 0
56 0 1
57 0 1
58 1 0
59 1 0
60 0 1
61 0 1
62 0 1
63 1 0
64 0 1
65 1 0
66 1 0
67 1 0
68 1 0
69 0 1
70 0 1
71 0 1
72 1 0
73 0 1
74 1 0
75 1 0
76 0 1
77 0 1
78 1 0
79 1 0
80 1 0
81 0 1
82 1 0
83 1 0
84 0 1
85 0 1
86 0 1
87 1 0
88 0 1
89 0 1
90 1 0
91 1 0
92 0 1
93 1 0
94 0 1
95 1 0
96 1 0
97 0 1
98 1 0
99 1 0
100 1 0
101 1 0
102 0 1
103 1 0
104 1 0
105 1 0
106 1 0
107 0 1
108 0 1
109 0 1
110 1 0
111 0 1
112 1 0
113 0 1
114 0 1
115 1 0
116 1 0
117 0 1
118 1 0
119 1 0
120 1 0
121 0 1
122 0 1
123 0 1
124 0 1
125 1 0
126 1 0
127 1 0
128 1 0
129 1 0
130 1 0
131 1 0
132 1 0
133 0 1
134 0 1
135 1 0
136 1 0
137 1 0
138 0 1
139 0 1
140 0 1
141 1 0
142 0 1
143 1 0
144 1 0
145 1 0
146 1 0
147 0 1
148 1 0
149 1 0
150 0 1
151 0 1
152 1 0
153 1 0
154 1 0
155 1 0
156 1 0
157 1 0
158 1 0
159 0 1
160 0 1
161 0 1
162 0 1
163 1 0
164 0 1
165 1 0
166 0 1
167 1 0
168 0 1
169 1 0
170 0 1
171 1 0
172 1 0
173 0 1
174 0 1
175 1 0
176 0 1
177 0 1
178 1 0
179 0 1
180 1 0
181 1 0
182 0 1
183 1 0
184 0 1
185 0 1
186 0 1
187 0 1
188 1 0
189 1 0
190 1 0
191 1 0
192 0 1
193 1 0
194 0 1
195 0 1
196 0 1
197 1 0
198 0 1
199 1 0
200 1 0
201 0 1
202 1 0
203 1 0
204 0 1
205 1 0
206 1 0
207 0 1
208 0 1
